Customer ID,Duration,Purchase Amount,Representative,Date of Call
INZ100,89,195,IN06,24-Sep-19
INZ126,16,105,IN07,31-Jan-19
INZ165,48,113,IN03,7-Jun-19
INZ030,118,199,IN06,12-Feb-19
INZ223,49,162,IN02,29-Nov-19
INZ012,118,189,IN04,2-Jul-19
INZ159,133,150,IN03,25-Oct-19
INZ132,104,85,IN07,17-Jun-19
INZ173,85,92,IN01,9-Jan-19
INZ275,73,106,IN06,10-Oct-19
INZ036,49,169,IN05,20-Jan-19
INZ295,106,80,IN06,28-Sep-19
INZ034,59,174,IN04,11-Feb-19
INZ047,68,142,IN04,16-Jul-19
INZ284,124,125,IN06,7-Nov-19
INZ159,143,191,IN03,10-Apr-19
INZ088,79,18,IN06,16-Jul-19
INZ296,71,149,IN07,5-Aug-19
INZ097,94,177,IN07,11-Jan-19
INZ082,144,25,IN03,1-Apr-19
INZ037,35,90,IN06,27-Sep-19
INZ009,2,17,IN04,15-Mar-19
INZ284,141,153,IN07,18-Jul-19
INZ144,92,93,IN07,14-May-19
INZ233,88,66,IN07,5-Oct-19
INZ136,96,14,IN05,30-Jun-19
INZ232,107,107,IN04,14-Aug-19
INZ227,47,135,IN01,26-May-19
INZ003,100,152,IN04,13-Feb-19
INZ186,66,190,IN06,4-Mar-19
INZ267,39,23,IN06,29-Apr-19
INZ049,135,83,IN02,19-Aug-19
INZ230,70,115,IN03,24-Jan-19
INZ149,140,67,IN03,13-Feb-19
INZ003,142,36,IN03,4-Dec-19
INZ296,73,70,IN02,25-Feb-19
INZ104,131,101,IN07,28-Sep-19
INZ001,67,171,IN03,5-Mar-19
INZ097,53,191,IN04,20-Sep-19
INZ298,149,195,IN06,10-Oct-19
INZ096,127,10,IN03,13-Jul-19
INZ243,87,131,IN01,11-Dec-19
INZ129,1,152,IN02,18-Oct-19
INZ157,16,27,IN05,7-Sep-19
INZ189,105,77,IN01,15-Dec-19
INZ166,102,50,IN02,30-May-19
INZ280,72,40,IN07,30-Apr-19
INZ082,39,98,IN02,1-Sep-19
INZ255,94,117,IN06,30-May-19
INZ249,82,119,IN05,28-Jun-19
INZ198,5,185,IN02,13-Dec-19
INZ255,98,77,IN04,3-Sep-19
INZ044,113,184,IN07,24-Jan-19
INZ235,85,110,IN02,25-Jul-19
INZ220,24,178,IN02,12-Jun-19
INZ043,99,112,IN05,18-Jun-19
INZ091,21,75,IN07,15-Mar-19
INZ022,85,108,IN06,14-Jun-19
INZ059,80,37,IN05,11-Feb-19
INZ109,70,171,IN05,20-Feb-19
INZ216,128,111,IN01,23-Feb-19
INZ247,44,13,IN06,10-Jan-19
INZ053,2,51,IN06,12-May-19
INZ147,119,199,IN06,2-Jun-19
INZ175,81,193,IN01,14-May-19
INZ030,81,14,IN07,10-Dec-19
INZ189,28,100,IN06,1-Dec-19
INZ298,7,114,IN04,27-Nov-19
INZ144,33,157,IN05,30-Mar-19
INZ044,133,119,IN07,12-Mar-19
INZ193,100,143,IN01,13-Feb-19
INZ214,4,186,IN02,17-Oct-19
INZ231,33,133,IN01,20-Oct-19
INZ245,132,141,IN01,13-Dec-19
INZ071,116,197,IN03,28-Jun-19
INZ222,110,171,IN06,17-Oct-19
INZ200,144,41,IN05,8-Jan-19
INZ230,79,120,IN05,6-May-19
INZ173,75,199,IN07,7-Aug-19
INZ048,18,156,IN05,18-Mar-19
INZ116,27,77,IN06,6-Jan-19
INZ132,31,91,IN07,11-Apr-19
INZ197,46,73,IN05,26-Jun-19
INZ220,63,188,IN04,2-Dec-19
INZ119,8,72,IN02,13-Dec-19
INZ286,90,86,IN01,8-Mar-19
INZ247,3,67,IN06,8-Apr-19
INZ169,70,7,IN03,22-Mar-19
INZ231,1,77,IN05,21-Sep-19
INZ195,23,29,IN06,13-Mar-19
INZ274,8,4,IN07,18-Nov-19
INZ250,9,23,IN02,7-Nov-19
INZ098,141,64,IN03,26-Feb-19
INZ078,127,170,IN02,11-Apr-19
INZ085,67,174,IN06,19-Feb-19
INZ193,128,59,IN05,1-Sep-19
INZ254,135,119,IN03,7-May-19
INZ202,63,69,IN06,23-Aug-19
INZ018,121,79,IN06,17-May-19
INZ232,82,12,IN04,7-Feb-19
INZ159,78,173,IN03,5-Oct-19
INZ207,18,80,IN04,16-Mar-19
INZ269,81,58,IN05,23-Oct-19
INZ131,120,39,IN06,10-Apr-19
INZ082,90,199,IN05,13-Aug-19
INZ168,73,143,IN03,5-Mar-19
INZ201,29,42,IN05,8-Oct-19
INZ079,140,28,IN02,23-Feb-19
INZ186,51,136,IN01,23-Mar-19
INZ095,128,100,IN01,15-Feb-19
INZ012,31,128,IN06,4-Apr-19
INZ234,111,192,IN07,9-Jun-19
INZ053,131,35,IN01,30-Jul-19
INZ089,44,50,IN02,3-Oct-19
INZ193,21,159,IN05,20-Nov-19
INZ023,113,66,IN04,22-Mar-19
INZ190,69,167,IN06,20-Dec-19
INZ195,30,2,IN07,2-Oct-19
INZ215,58,135,IN01,5-Sep-19
INZ061,59,71,IN03,3-Aug-19
INZ151,52,19,IN01,4-Dec-19
INZ065,36,159,IN04,5-Mar-19
INZ170,69,134,IN05,6-Jun-19
INZ126,74,43,IN01,27-Aug-19
INZ102,69,20,IN05,15-Apr-19
INZ081,36,93,IN06,8-Oct-19
INZ045,50,140,IN05,11-Dec-19
INZ145,34,106,IN03,29-Aug-19
INZ233,124,138,IN01,17-Nov-19
INZ059,5,80,IN06,30-Aug-19
INZ030,122,170,IN07,7-Dec-19
INZ092,138,16,IN04,18-Dec-19
INZ189,72,142,IN05,30-Oct-19
INZ153,92,122,IN05,4-May-19
INZ122,66,133,IN04,22-Apr-19
INZ179,80,4,IN04,19-Jun-19
INZ008,129,113,IN06,1-Feb-19
INZ274,29,182,IN04,18-Mar-19
INZ026,118,161,IN01,18-Feb-19
INZ158,43,178,IN02,16-Jan-19
INZ223,52,5,IN05,19-Dec-19
INZ149,91,185,IN01,24-Jun-19
INZ027,61,110,IN02,20-Feb-19
INZ163,92,46,IN06,15-May-19
INZ191,4,41,IN06,21-Sep-19
INZ093,111,22,IN05,20-Nov-19
INZ181,50,162,IN05,27-Jul-19
INZ118,30,18,IN06,3-Oct-19
INZ272,73,103,IN07,7-Apr-19
INZ210,149,90,IN01,3-Jul-19
INZ108,17,76,IN01,26-Oct-19
INZ080,73,190,IN02,16-Apr-19
INZ292,32,200,IN03,21-Jul-19
INZ085,37,152,IN06,2-Oct-19
INZ075,30,39,IN03,22-May-19
INZ250,117,58,IN04,20-Oct-19
INZ029,76,103,IN01,12-Jul-19
INZ275,109,166,IN04,12-Jan-19
INZ081,62,70,IN06,1-Jul-19
INZ167,8,172,IN07,16-Apr-19
INZ283,37,107,IN04,18-Oct-19
INZ104,84,43,IN02,13-May-19
INZ231,48,95,IN07,5-Nov-19
INZ180,55,12,IN01,1-Mar-19
INZ082,56,176,IN03,14-Jan-19
INZ116,97,44,IN02,7-Mar-19
INZ159,45,54,IN02,12-Oct-19
INZ267,106,164,IN03,1-Jul-19
INZ094,67,120,IN05,28-Mar-19
INZ266,39,111,IN06,3-Aug-19
INZ090,131,47,IN02,16-Dec-19
INZ099,107,69,IN03,4-Apr-19
INZ188,64,27,IN04,9-Aug-19
INZ177,46,61,IN06,13-Mar-19
INZ157,33,110,IN06,24-Jun-19
INZ229,42,139,IN03,5-Nov-19
INZ091,36,2,IN03,4-May-19
INZ274,121,99,IN05,1-Nov-19
INZ294,52,183,IN01,6-Mar-19
INZ300,117,69,IN04,19-Mar-19
INZ037,75,29,IN02,29-May-19
INZ236,136,80,IN02,4-May-19
INZ070,5,26,IN05,8-Aug-19
INZ269,126,192,IN03,14-Oct-19
INZ056,43,68,IN04,20-Nov-19
INZ263,67,100,IN06,18-Jul-19
INZ155,85,174,IN05,16-Feb-19
INZ029,122,61,IN01,12-Feb-19
INZ188,14,13,IN03,19-Mar-19
INZ277,24,162,IN05,12-Aug-19
INZ229,80,181,IN03,25-Jul-19
INZ088,20,19,IN05,24-Nov-19
INZ215,86,73,IN04,27-Mar-19
INZ157,129,138,IN07,19-Feb-19
INZ252,136,130,IN07,17-Mar-19
INZ146,91,7,IN05,22-Nov-19
INZ054,85,161,IN06,6-Nov-19
INZ143,143,76,IN04,1-Aug-19
INZ173,147,55,IN04,20-Apr-19
INZ014,63,119,IN06,16-Dec-19
INZ208,118,182,IN07,12-Jul-19
INZ243,146,87,IN02,23-Feb-19
INZ026,108,87,IN06,18-Apr-19
INZ176,12,72,IN01,1-Aug-19
INZ296,14,49,IN03,23-Apr-19
INZ300,83,129,IN04,15-Apr-19
INZ253,44,56,IN04,27-Nov-19
INZ251,144,36,IN05,6-Nov-19
INZ142,113,87,IN07,9-Oct-19
INZ294,101,117,IN06,29-Jun-19
INZ138,85,111,IN07,16-Aug-19
INZ294,71,99,IN03,7-Aug-19
INZ179,69,137,IN01,25-Oct-19
INZ049,83,175,IN03,14-Apr-19
INZ019,148,7,IN06,9-Aug-19
INZ070,51,199,IN04,15-Apr-19
INZ263,35,69,IN04,14-Sep-19
INZ094,5,167,IN06,31-Jan-19
INZ161,31,178,IN04,7-Jan-19
INZ074,27,146,IN03,1-Jun-19
INZ262,118,134,IN06,2-Oct-19
INZ274,77,187,IN07,23-Apr-19
INZ266,145,176,IN04,24-May-19
INZ282,3,8,IN02,24-Jun-19
INZ242,88,176,IN04,14-Jan-19
INZ235,123,68,IN01,29-Nov-19
INZ081,103,68,IN07,24-Sep-19
INZ119,96,27,IN07,16-Oct-19
INZ026,90,144,IN04,24-Oct-19
INZ044,142,67,IN03,25-Apr-19
INZ115,120,17,IN07,6-May-19
INZ190,49,48,IN03,21-Sep-19
INZ034,72,185,IN01,24-Nov-19
INZ216,72,182,IN01,23-Jan-19
INZ071,15,163,IN01,12-Apr-19
INZ148,64,3,IN02,29-Oct-19
INZ040,135,50,IN02,7-Sep-19
INZ130,111,123,IN05,18-Nov-19
INZ248,99,5,IN04,14-Jul-19
INZ219,99,120,IN01,12-Feb-19
INZ017,11,62,IN03,17-Dec-19
INZ240,84,20,IN06,25-May-19
INZ170,59,131,IN07,29-Jun-19
INZ216,107,176,IN06,14-Nov-19
INZ073,118,189,IN07,4-Sep-19
INZ261,32,26,IN04,15-Feb-19
INZ234,44,179,IN07,3-Feb-19
INZ101,24,22,IN04,6-Jan-19
INZ048,103,126,IN07,17-Sep-19
INZ216,68,42,IN07,17-Jul-19
INZ264,12,79,IN07,16-May-19
INZ295,9,19,IN01,9-Jan-19
INZ181,52,111,IN02,23-Mar-19
INZ070,48,110,IN07,14-Nov-19
INZ085,29,26,IN06,15-Oct-19
INZ002,54,35,IN07,18-May-19
INZ295,28,186,IN01,22-Nov-19
INZ040,129,113,IN04,26-May-19
INZ193,126,27,IN02,7-Dec-19
INZ036,60,186,IN06,8-Nov-19
INZ127,123,76,IN06,17-Sep-19
INZ299,150,159,IN06,20-Aug-19
INZ295,100,39,IN01,7-Mar-19
INZ112,7,86,IN01,3-Jun-19
INZ011,102,25,IN05,9-Feb-19
INZ093,149,50,IN02,27-Aug-19
INZ228,81,80,IN01,19-Mar-19
INZ296,63,144,IN01,26-Nov-19
INZ256,35,99,IN06,29-Jun-19
INZ009,135,127,IN03,19-Jan-19
INZ127,132,57,IN05,30-Aug-19
INZ261,98,57,IN04,20-Oct-19
INZ099,145,152,IN07,11-Feb-19
INZ225,102,133,IN01,31-May-19
INZ232,30,116,IN07,28-May-19
INZ218,104,93,IN06,31-Jul-19
INZ080,60,129,IN01,12-Oct-19
INZ054,43,178,IN04,17-Aug-19
INZ094,51,122,IN01,9-Aug-19
INZ222,70,7,IN01,25-Apr-19
INZ019,125,98,IN05,28-Jan-19
INZ017,80,63,IN05,28-Jun-19
INZ016,59,62,IN04,4-Sep-19
INZ177,127,189,IN06,5-Mar-19
INZ150,98,120,IN04,20-May-19
INZ155,92,33,IN06,26-Apr-19
INZ068,100,125,IN06,5-Jun-19
INZ245,116,113,IN01,23-Sep-19
INZ287,16,124,IN02,6-Sep-19
INZ013,6,10,IN02,5-Dec-19
INZ252,76,148,IN07,6-Jan-19
INZ048,26,69,IN03,19-Aug-19
INZ007,71,147,IN02,15-Jan-19
INZ157,134,177,IN03,1-Apr-19
INZ001,68,100,IN03,15-Nov-19
INZ039,60,103,IN02,16-Dec-19
INZ117,142,31,IN06,13-Jan-19
INZ143,123,130,IN02,16-Dec-19
INZ055,4,28,IN02,6-Feb-19
INZ038,120,103,IN06,27-Mar-19
INZ080,108,185,IN07,7-Dec-19
INZ209,99,164,IN06,15-Aug-19
INZ186,36,69,IN03,1-Dec-19
INZ256,15,113,IN05,25-Mar-19
INZ054,97,51,IN05,9-Jul-19
INZ184,112,99,IN05,29-Nov-19
INZ195,19,30,IN07,17-Apr-19
INZ067,43,53,IN03,27-Jun-19
INZ279,139,26,IN07,28-Aug-19
INZ218,47,76,IN06,28-Apr-19
INZ260,107,77,IN07,7-Nov-19
INZ175,85,143,IN02,7-Sep-19
INZ156,146,43,IN02,1-Sep-19
INZ028,110,45,IN04,3-Aug-19
INZ059,107,57,IN03,13-Jan-19
INZ225,148,81,IN02,23-Aug-19
INZ288,81,85,IN04,4-Apr-19
INZ246,16,17,IN06,14-Dec-19
INZ298,62,67,IN05,19-Jun-19
INZ158,59,144,IN04,20-Jan-19
INZ270,82,74,IN07,5-Nov-19
INZ036,52,105,IN06,26-May-19
INZ029,111,55,IN06,14-Nov-19
INZ111,50,160,IN03,10-Aug-19
INZ275,146,142,IN01,4-Apr-19
INZ009,115,153,IN07,3-Sep-19
INZ126,129,51,IN05,3-Jul-19
INZ006,116,173,IN07,12-Nov-19
INZ276,147,112,IN01,12-Dec-19
INZ064,39,48,IN03,9-Sep-19
INZ159,10,86,IN07,1-Oct-19
INZ026,124,177,IN04,14-May-19
INZ024,136,66,IN04,3-Mar-19
INZ045,3,104,IN02,7-Mar-19
INZ069,150,115,IN01,17-Aug-19
INZ067,18,45,IN04,24-Mar-19
INZ056,123,60,IN06,9-Apr-19
INZ089,103,57,IN05,16-Mar-19
INZ220,3,113,IN03,21-Feb-19
INZ262,94,72,IN04,15-Jul-19
INZ215,102,64,IN05,9-Feb-19
INZ249,23,140,IN05,18-Jan-19
INZ262,48,50,IN07,2-May-19
INZ030,27,82,IN04,24-Sep-19
INZ101,89,176,IN06,19-Sep-19
INZ074,105,64,IN05,17-Jan-19
INZ244,98,152,IN05,13-Dec-19
INZ084,83,126,IN01,14-Sep-19
INZ103,110,160,IN01,24-Jan-19
INZ053,126,92,IN03,21-Aug-19
INZ246,74,110,IN02,14-Aug-19
INZ106,41,67,IN07,6-Sep-19
INZ076,126,146,IN03,28-Oct-19
INZ006,48,42,IN01,14-Sep-19
INZ218,5,151,IN02,28-Jun-19
INZ223,122,51,IN04,28-Jan-19
INZ070,149,87,IN01,1-Mar-19
INZ084,105,26,IN04,21-Jan-19
INZ299,93,121,IN04,13-Jun-19
INZ049,15,57,IN03,2-Mar-19
INZ229,122,186,IN07,7-Sep-19
INZ250,113,58,IN02,8-May-19
INZ131,111,58,IN05,11-Oct-19
INZ198,127,93,IN04,20-Mar-19
INZ115,149,182,IN07,24-Mar-19
INZ114,26,171,IN06,12-Jul-19
INZ004,132,162,IN03,21-May-19
INZ228,117,188,IN07,27-May-19
INZ261,137,21,IN01,12-Nov-19
INZ292,12,5,IN06,10-Sep-19
INZ272,61,12,IN04,11-Apr-19
INZ107,35,24,IN06,7-Aug-19
INZ162,54,140,IN04,29-Jul-19
INZ166,89,95,IN01,19-Apr-19
INZ006,83,7,IN06,9-Oct-19
INZ072,66,66,IN02,14-Jul-19
INZ224,122,200,IN03,30-Sep-19
INZ164,127,111,IN01,19-Dec-19
INZ004,41,159,IN04,6-Apr-19
INZ239,129,45,IN06,9-Oct-19
INZ168,136,180,IN02,6-Jun-19
INZ115,75,119,IN01,28-Aug-19
INZ006,74,198,IN03,3-Oct-19
INZ125,38,26,IN01,19-Mar-19
INZ133,61,173,IN01,19-Aug-19
INZ159,30,36,IN03,22-Oct-19
INZ248,147,89,IN03,28-Sep-19
INZ019,45,177,IN04,1-Sep-19
INZ268,87,71,IN05,24-Feb-19
INZ262,53,35,IN04,30-Aug-19
INZ153,52,24,IN06,28-Nov-19
INZ157,5,154,IN06,19-Aug-19
INZ164,113,151,IN05,6-Oct-19
INZ224,101,199,IN03,18-Nov-19
INZ034,110,185,IN01,8-May-19
INZ008,141,140,IN03,20-Mar-19
INZ088,6,111,IN03,6-Sep-19
INZ039,66,116,IN01,18-Feb-19
INZ214,109,190,IN02,7-Jul-19
INZ237,13,167,IN04,26-May-19
INZ263,142,144,IN04,27-May-19
INZ086,77,126,IN06,12-Mar-19
INZ230,128,99,IN07,23-Apr-19
INZ164,7,47,IN02,20-May-19
INZ146,146,9,IN04,9-Jun-19
INZ052,43,59,IN03,3-Sep-19
INZ116,59,36,IN01,25-Oct-19
INZ267,8,79,IN01,29-Jul-19
INZ164,60,125,IN02,17-Mar-19
INZ147,10,178,IN04,3-Sep-19
INZ030,37,41,IN03,18-Feb-19
INZ141,104,83,IN02,4-Aug-19
INZ156,33,106,IN05,25-Mar-19
INZ013,67,140,IN01,1-Feb-19
INZ270,112,122,IN01,15-Aug-19
INZ198,65,113,IN04,15-Sep-19
INZ220,147,116,IN03,24-Oct-19
INZ113,12,52,IN02,6-Feb-19
INZ253,68,63,IN05,19-May-19
INZ092,139,52,IN01,22-Mar-19
INZ152,66,89,IN04,1-Apr-19
INZ050,62,115,IN03,7-Mar-19
INZ282,71,79,IN06,29-May-19
INZ124,116,105,IN04,19-Oct-19
INZ125,39,192,IN03,26-Jun-19
INZ118,100,28,IN05,2-May-19
INZ096,50,132,IN05,18-Sep-19
INZ200,13,1,IN05,12-Apr-19
INZ274,53,143,IN01,22-Jan-19
INZ009,134,110,IN03,17-Jan-19
INZ044,127,119,IN04,13-Aug-19
INZ043,135,128,IN07,7-Jan-19
INZ022,58,60,IN01,7-Jul-19
INZ107,14,108,IN01,20-May-19
INZ086,9,88,IN05,17-Mar-19
INZ153,125,190,IN06,26-Mar-19
INZ164,52,165,IN05,1-Aug-19
INZ001,47,146,IN04,25-Jun-19
INZ286,102,49,IN02,8-Feb-19
INZ002,84,26,IN06,26-Sep-19
INZ015,89,185,IN06,11-Oct-19
INZ034,34,32,IN03,2-Mar-19
INZ056,92,155,IN07,7-Feb-19
INZ169,118,150,IN03,12-Aug-19
INZ258,137,125,IN03,10-Sep-19
INZ277,149,79,IN01,3-May-19
INZ258,61,102,IN02,11-Sep-19
INZ207,56,167,IN01,22-Feb-19
INZ120,62,138,IN05,17-Jan-19
INZ223,84,67,IN05,18-Oct-19
INZ116,85,185,IN02,2-Mar-19
INZ078,78,48,IN04,24-Feb-19
INZ280,91,178,IN04,3-Sep-19
INZ155,49,134,IN03,27-Apr-19
INZ113,140,70,IN02,22-Feb-19
INZ006,87,116,IN01,13-Apr-19
INZ073,63,111,IN07,16-Nov-19
INZ025,105,193,IN04,18-Jan-19
INZ109,38,15,IN05,11-Nov-19
INZ043,36,162,IN06,23-Feb-19
INZ085,92,140,IN07,15-Oct-19
INZ208,60,129,IN03,19-Feb-19
INZ069,38,105,IN04,18-Feb-19
INZ139,35,176,IN07,15-Mar-19
INZ078,1,96,IN03,4-Apr-19
INZ190,55,57,IN03,28-Jun-19
INZ027,60,113,IN04,10-Sep-19
INZ266,40,49,IN02,29-Apr-19
INZ296,4,86,IN01,26-May-19
INZ113,96,194,IN02,1-Feb-19
INZ061,106,39,IN03,15-Apr-19
INZ274,100,38,IN02,11-Jul-19
INZ198,143,62,IN01,9-Dec-19
INZ011,103,107,IN03,19-Nov-19
INZ141,57,195,IN02,30-Nov-19
INZ033,63,140,IN05,11-Apr-19
INZ063,143,39,IN02,30-Sep-19
INZ152,11,31,IN02,5-Sep-19
INZ193,24,75,IN04,18-Jun-19
INZ235,77,161,IN02,23-Sep-19
INZ139,26,153,IN03,17-May-19
INZ195,150,196,IN03,15-Oct-19
INZ131,110,104,IN01,12-Sep-19
INZ128,28,183,IN04,25-Mar-19
INZ255,39,171,IN07,21-Aug-19
INZ030,72,86,IN05,9-Apr-19
INZ157,55,115,IN04,30-Jun-19
INZ141,130,144,IN03,25-Apr-19
INZ282,111,145,IN04,17-Aug-19
INZ128,136,156,IN02,8-Dec-19
INZ298,58,159,IN01,1-Oct-19
INZ290,44,158,IN07,25-Oct-19
INZ219,60,31,IN02,10-May-19
INZ283,52,154,IN01,13-Aug-19
INZ072,149,25,IN03,7-Mar-19
INZ180,19,19,IN03,25-Nov-19
INZ169,128,147,IN02,16-Dec-19
INZ049,130,112,IN05,11-Jun-19
INZ210,8,87,IN04,25-Sep-19
INZ254,24,141,IN02,30-Jul-19
INZ164,141,190,IN07,19-Sep-19
INZ223,35,20,IN06,22-Feb-19
INZ062,75,113,IN07,10-Oct-19
INZ162,70,75,IN03,29-Jun-19
INZ219,6,93,IN06,24-Jan-19
INZ165,104,106,IN04,4-Jun-19
INZ159,15,121,IN04,29-Jun-19
INZ241,28,148,IN06,15-May-19
INZ054,25,167,IN05,15-Jan-19
INZ063,62,23,IN06,24-Oct-19
INZ047,74,49,IN06,6-Dec-19
INZ286,136,32,IN01,10-Aug-19
INZ212,65,167,IN05,5-Dec-19
INZ237,133,162,IN06,14-Nov-19
INZ278,86,16,IN03,5-Feb-19
INZ191,70,197,IN07,22-Aug-19
INZ217,65,169,IN01,31-May-19
INZ256,100,117,IN05,16-Apr-19
INZ191,119,26,IN01,20-Dec-19
INZ046,95,110,IN06,18-Dec-19
INZ179,67,30,IN04,25-Feb-19
INZ211,76,40,IN02,31-Oct-19
INZ174,47,182,IN04,21-Aug-19
INZ138,126,138,IN02,18-Jun-19
INZ282,68,113,IN04,13-Aug-19
INZ075,48,81,IN02,14-May-19
INZ002,145,6,IN05,30-Aug-19
INZ118,53,187,IN05,13-Dec-19
INZ181,122,106,IN03,8-Oct-19
INZ065,76,108,IN01,22-Mar-19
INZ171,59,86,IN03,18-Aug-19
INZ279,56,158,IN03,26-Jun-19
INZ192,128,195,IN07,20-Apr-19
INZ181,8,136,IN07,6-Nov-19
INZ095,102,189,IN03,8-Mar-19
INZ292,3,65,IN05,29-Jul-19
INZ043,133,11,IN07,25-Feb-19
INZ136,104,16,IN01,10-Aug-19
INZ033,89,77,IN02,14-Feb-19
INZ170,141,35,IN01,31-Mar-19
INZ206,78,24,IN01,8-Jun-19
INZ111,124,181,IN05,24-Oct-19
INZ173,108,69,IN03,26-Jul-19
INZ279,64,149,IN07,21-Mar-19
INZ062,45,28,IN05,18-Jun-19
INZ128,63,89,IN01,21-Dec-19
INZ186,38,137,IN05,30-Jun-19
INZ013,53,112,IN03,23-Sep-19
INZ272,13,83,IN02,13-Nov-19
INZ042,79,17,IN03,2-Apr-19
INZ273,25,96,IN04,21-Sep-19
INZ287,67,146,IN03,12-Jun-19
INZ153,7,169,IN03,2-Mar-19
INZ276,44,103,IN01,31-Oct-19
INZ104,86,112,IN07,5-Oct-19
INZ280,25,78,IN04,2-May-19
INZ298,142,4,IN01,8-Apr-19
INZ088,33,131,IN06,10-Jul-19
INZ235,81,21,IN02,27-Sep-19
INZ055,84,186,IN06,15-Sep-19
INZ160,14,155,IN02,23-Jun-19
INZ232,25,139,IN02,6-Oct-19
INZ121,28,168,IN02,29-Sep-19
INZ190,31,97,IN03,11-Mar-19
INZ073,80,44,IN02,16-Apr-19
INZ061,95,53,IN03,2-Nov-19
INZ290,12,17,IN07,7-Nov-19
INZ117,139,123,IN07,30-Jul-19
INZ130,33,62,IN05,21-Jun-19
INZ115,71,170,IN01,3-Nov-19
INZ097,84,3,IN07,26-May-19
INZ143,38,48,IN06,16-Apr-19
INZ112,62,138,IN04,22-Jan-19
INZ033,108,34,IN01,20-Jan-19
INZ188,137,163,IN02,2-May-19
INZ112,119,170,IN04,21-Jul-19
INZ067,134,102,IN07,14-Jun-19
INZ278,130,18,IN04,2-Mar-19
INZ149,6,156,IN05,1-Dec-19
INZ189,51,50,IN07,14-May-19
INZ155,7,90,IN05,15-Dec-19
INZ281,133,94,IN04,22-Feb-19
INZ104,58,94,IN03,31-Aug-19
INZ077,2,100,IN06,8-Nov-19
INZ017,36,89,IN03,9-May-19
INZ293,63,80,IN07,16-Jul-19
INZ037,114,200,IN07,13-Jul-19
INZ007,136,136,IN05,23-Oct-19
INZ074,129,72,IN06,26-Jan-19
INZ020,99,12,IN01,28-Jun-19
INZ080,68,34,IN01,27-Jul-19
INZ072,99,5,IN05,4-Feb-19
INZ093,52,169,IN01,21-Apr-19
INZ028,25,13,IN06,10-Jun-19
INZ237,25,128,IN03,6-Jun-19
INZ008,142,84,IN06,7-May-19
INZ142,102,189,IN05,9-Oct-19
INZ080,49,37,IN06,17-Aug-19
INZ224,14,51,IN03,6-Oct-19
INZ040,120,168,IN04,31-Jul-19
INZ106,117,4,IN04,3-May-19
INZ073,10,194,IN03,29-Sep-19
INZ203,37,70,IN06,4-May-19
INZ119,67,24,IN05,21-Jan-19
INZ299,21,184,IN04,17-Apr-19
INZ038,146,153,IN03,8-Mar-19
INZ173,147,48,IN05,3-Feb-19
INZ273,31,174,IN01,30-Sep-19
INZ016,77,40,IN04,13-Jan-19
INZ025,23,198,IN03,8-Sep-19
INZ300,74,22,IN04,14-Sep-19
INZ007,101,13,IN06,16-Jan-19
INZ268,95,68,IN06,30-Aug-19
INZ221,16,146,IN01,12-Nov-19
INZ150,87,81,IN06,12-Aug-19
INZ020,107,188,IN03,22-Apr-19
INZ299,39,136,IN03,17-Aug-19
INZ122,41,9,IN03,22-Jun-19
INZ286,40,80,IN02,12-Jul-19
INZ043,41,95,IN04,12-Jul-19
INZ094,114,21,IN01,12-Jun-19
INZ239,145,79,IN01,26-Nov-19
INZ047,64,12,IN05,11-Mar-19
INZ243,1,30,IN07,13-Jul-19
INZ138,70,70,IN05,28-Nov-19
INZ216,29,126,IN04,5-Jan-19
INZ202,2,94,IN04,25-Apr-19
INZ125,17,74,IN02,25-Jul-19
INZ142,42,21,IN06,8-Nov-19
INZ002,133,83,IN01,23-Mar-19
INZ179,120,128,IN05,6-Jan-19
INZ208,73,84,IN07,27-Feb-19
INZ098,12,34,IN04,26-Apr-19
INZ108,69,154,IN01,13-Jul-19
INZ069,5,150,IN04,24-Jul-19
INZ049,46,85,IN01,5-Mar-19
INZ268,102,79,IN01,11-Jul-19
INZ237,73,152,IN01,11-Oct-19
INZ025,128,113,IN05,10-Feb-19
INZ107,68,62,IN03,24-Jun-19
INZ114,75,14,IN06,13-Mar-19
INZ077,144,69,IN02,17-Aug-19
INZ036,75,113,IN04,2-Aug-19
INZ131,125,22,IN02,21-Oct-19
INZ236,114,117,IN05,11-Jul-19
INZ256,138,190,IN01,22-Jul-19
INZ235,9,5,IN07,10-Sep-19
INZ020,65,56,IN04,22-Jun-19
INZ288,10,138,IN04,25-Jun-19
INZ114,22,48,IN01,1-Apr-19
INZ130,55,80,IN04,6-Aug-19
INZ052,55,25,IN07,23-Apr-19
INZ044,140,17,IN02,17-Apr-19
INZ236,27,27,IN02,20-Apr-19
INZ120,72,198,IN03,26-Jan-19
INZ188,44,10,IN04,20-Nov-19
INZ237,105,109,IN07,22-Jun-19
INZ123,94,78,IN07,12-Sep-19
INZ256,142,119,IN04,13-Dec-19
INZ227,7,79,IN07,24-Feb-19
INZ281,114,110,IN02,4-Apr-19
INZ163,124,136,IN03,19-Nov-19
INZ083,83,179,IN02,28-Nov-19
INZ116,99,128,IN03,21-Jun-19
INZ054,70,132,IN07,2-Feb-19
INZ188,67,119,IN02,24-Oct-19
INZ038,51,73,IN03,29-Sep-19
INZ245,136,101,IN04,5-Oct-19
INZ187,23,48,IN01,15-Jan-19
INZ191,104,27,IN05,4-Nov-19
